rev_Mean;mou_Mean;totmrc_Mean;da_Mean;ovrmou_Mean;ovrrev_Mean;vceovr_Mean;datovr_Mean;roam_Mean;change_mou;change_rev;drop_vce_Mean;drop_dat_Mean;blck_vce_Mean;blck_dat_Mean;unan_vce_Mean;unan_dat_Mean;plcd_vce_Mean;plcd_dat_Mean;recv_vce_Mean;recv_sms_Mean;comp_vce_Mean;comp_dat_Mean;custcare_Mean;ccrndmou_Mean;cc_mou_Mean;inonemin_Mean;threeway_Mean;mou_cvce_Mean;mou_cdat_Mean;mou_rvce_Mean;owylis_vce_Mean;mouowylisv_Mean;iwylis_vce_Mean;mouiwylisv_Mean;peak_vce_Mean;peak_dat_Mean;mou_peav_Mean;mou_pead_Mean;opk_vce_Mean;opk_dat_Mean;mou_opkv_Mean;mou_opkd_Mean;drop_blk_Mean;attempt_Mean;complete_Mean;callfwdv_Mean;callwait_Mean;churn;months;uniqsubs;actvsubs;new_cell;crclscod;asl_flag;totcalls;totmou;totrev;adjrev;adjmou;adjqty;avgrev;avgmou;avgqty;avg3mou;avg3qty;avg3rev;avg6mou;avg6qty;avg6rev;prizm_social_one;area;dualband;refurb_new;hnd_price;phones;models;hnd_webcap;truck;rv;ownrent;lor;dwlltype;marital;adults;infobase;income;numbcars;HHstatin;dwllsize;forgntvl;ethnic;kid0_2;kid3_5;kid6_10;kid11_15;kid16_17;creditcd;eqpdays;Customer_ID
84,875;781,25;80,0;4,7025;0,0;0,0;0,0;0,0;0,0975;-137,25;0,465;7,666666667;0,0;8,666666667;0,0;80,0;0,0;290,6666667;0,0;102,0;0,0;196,3333333;0,0;0,0;0,0;0,0;57,0;0,0;352,15;0,0;175,7033333;9,666666667;13,75666667;6,666666667;8,973333333;230,0;0,0;364,1133333;0,0;66,33333333;0,0;163,7366667;0,0;16,33333333;290,6666667;196,3333333;0,0;3,666666667;0;51;1;1;U;BA;N;19346;42130,01667;4556,51;4448,13;42108,02;19330;88,96;842,16;386,6;827;400;85;946,0;453,0;87,0;U;SOUTH FLORIDA AREA;Y;N;199,9899902;9,0;7,0;WCMB;0,0;0,0;;;;U;;;;;;;0,0;J;U;U;U;U;U;N;86,0;1000485
40,0225;416,25;10,0;0,2475;99,25;29,775;29,775;0,0;0,0;-82,25;11,0775;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;15;2;2;Y;BA;N;1758;5971,0;555,24;515,25;5971,0;1758;36,8;426,5;125,57;444;139;36;457,0;143,0;36,0;S;ATLANTIC SOUTH AREA;Y;N;59,98999023;1,0;1,0;WCMB;0,0;0,0;;;;U;;M;;;;;0,0;N;U;U;U;U;U;N;442,0;1057225
92,65;1949,75;88,74;0,0;47,25;13,575;13,575;0,0;0,16;620,25;-0,31;8,666666667;0,0;80,0;0,0;28,0;0,0;437,6666667;0,0;216,0;0,0;323,6666667;0,0;25,0;54,33333333;42,37333333;131,0;4,666666667;1077,793333;0,0;484,17;101,3333333;174,59;47,33333333;135,0033333;238,6666667;0,0;670,02;0,0;298,3333333;0,0;891,9466667;0,0;88,66666667;437,6666667;323,6666667;0,0;26,0;0;20;1;1;Y;AA;N;6219;17409,0;1751,18;1651,78;16921,0;5977;91,77;940,06;332,06;1743;496;93;1368,0;402,0;94,0;S;DC/MARYLAND/VIRGINIA AREA;Y;N;79,98999023;1,0;1,0;WCMB;0,0;0,0;;;;U;;;;;;;0,0;B;U;U;U;U;U;N;607,0;1025597
68,235;597,0;39,99;0,0;107,75;37,7425;37,45;0,2925;0,0;96,0;29,305;7,333333333;0,0;0,666666667;0,0;121,6666667;0,0;392,3333333;0,333333333;207,3333333;0,0;265,6666667;0,333333333;37,66666667;79,33333333;57,83;155,0;0,666666667;269,2566667;0,023333333;152,72;64,0;41,82666667;5,333333333;5,74;165,6666667;0,0;154,9;0,0;219,6666667;0,333333333;267,0766667;0,023333333;8,0;392,6666667;266,0;0,0;6,0;1;11;1;1;U;ZA;N;2566;4295,0;411,74;351,76;4269,0;2550;39,08;474,33;283,33;565;332;59;506,0;296,0;43,0;U;LOS ANGELES AREA;N;N;129,9899902;1,0;1,0;WCMB;0,0;0,0;;;;U;;;;;;;0,0;R;U;U;U;U;U;N;320,0;1060047
40,635;392,75;44,99;0,0;14,25;5,645;3,5;2,145;0,0;111,25;16,545;4,0;0,0;0,0;0,0;17,66666667;0,0;87,33333333;0,333333333;5,0;0,0;66,33333333;0,333333333;0,0;0,0;0,0;1,666666667;0,666666667;322,3933333;0,06;10,21333333;8,333333333;28,76666667;1,0;1,806666667;35,66666667;0,0;108,6433333;0,0;35,0;0,333333333;223,9633333;0,06;4,0;87,66666667;66,66666667;0,0;0,0;0;11;1;1;U;AA;N;519;2688,0;410,41;349,89;2606,0;497;34,99;260,6;49,7;356;63;35;289,0;55,0;35,0;;MIDWEST AREA;Y;R;99,98999023;2,0;2,0;WCMB;1,0;0,0;O;14,0;S;M;3,0;M;5,0;2,0;C;A;0,0;S;U;U;U;U;U;Y;163,0;1076932
48,7025;530,0;54,99;3,7125;0,0;0,0;0,0;0,0;0,0;84,0;1,2375;1,666666667;0,0;0,333333333;0,0;11,0;0,0;95,33333333;3,333333333;42,66666667;0,0;83,33333333;3,333333333;5,0;12,0;8,85;19,0;0,333333333;196,08;4,32;229,0133333;12,66666667;22,68;3,666666667;34,01333333;48,0;1,0;115,43;2,43;70,66666667;2,333333333;309,6666667;1,89;2,0;98,66666667;86,66666667;0,0;2,0;0;11;1;1;U;DA;Y;1595;5265,0;551,91;486,3;5256,0;1590;48,63;525,6;159,0;502;113;48;505,0;128,0;52,0;S;GREAT LAKES AREA;Y;N;199,9899902;1,0;1,0;WCMB;0,0;0,0;O;1,0;S;S;2,0;M;7,0;1,0;I;A;0,0;S;U;U;U;Y;Y;Y;309,0;1083173
34,53;107,25;39,99;0,2475;0,75;0,2925;0,0;0,2925;0,0;-50,25;0,24;0,0;0,0;1,333333333;0,0;8,0;0,333333333;49,66666667;0,666666667;8,0;0,0;40,33333333;0,333333333;1,0;2,0;1,663333333;6,0;0,0;40,23;0,01;6,616666667;8,0;6,56;0,0;0,0;27,0;0,0;25,07333333;0,0;21,33333333;0,333333333;21,77333333;0,01;1,333333333;50,33333333;40,66666667;0,0;0,0;1;11;1;1;U;CA;Y;1389;3293,0;711,36;674,8;3232,0;1367;67,48;323,2;136,7;124;72;34;189,0;96,0;35,0;T;OHIO AREA;Y;N;149,9899902;2,0;2,0;WCMB;0,0;0,0;O;5,0;S;M;1,0;M;6,0;3,0;C;A;0,0;S;U;U;U;U;U;Y;253,0;1091209
25,4625;54,75;24,99;0,2475;0,0;0,0;0,0;0,0;0,0;13,25;0,5175;1,333333333;0,0;4,666666667;0,0;1,666666667;0,0;27,66666667;0,0;9,0;0,0;20,0;0,0;0,0;0,0;0,0;4,666666667;0,0;11,51333333;0,0;14,25333333;9,333333333;3,12;3,333333333;5,07;13,33333333;0,0;15,25666667;0,0;15,66666667;0,0;10,51;0,0;6,0;27,66666667;20,0;0,0;0,0;0;16;1;1;U;A2;N;457;939,0;275,25;263,32;881,0;430;18,81;62,93;30,71;50;30;25;50,0;29,0;29,0;T;CHICAGO AREA;N;N;29,98999023;1,0;1,0;;0,0;0,0;O;1,0;M;A;2,0;M;4,0;2,0;C;A;0,0;N;U;U;U;U;U;Y;488,0;1039805
51,925;1572,5;59,99;0,0;6,0;1,935;1,35;0,585;0,0;-804,5;-1,935;6,333333333;0,0;0,333333333;0,0;46,0;0,0;390,6666667;0,666666667;261,0;0,0;341,0;0,666666667;6,0;7,666666667;5,626666667;140,3333333;0,0;866,6733333;1,893333333;666,5333333;116,3333333;227,1233333;100,0;478,2766667;200,3333333;0,0;339,6466667;0,0;364,0;0,666666667;1193,553333;1,893333333;6,666666667;391,3333333;341,6666667;0,0;1,333333333;1;17;1;1;U;AA;N;7286;22628,0;977,1;897,12;22539,0;7263;56,07;1408,69;453,94;1841;544;52;1580,0;530,0;57,0;S;LOS ANGELES AREA;Y;R;99,98999023;2,0;2,0;WCMB;0,0;0,0;O;15,0;S;M;6,0;M;6,0;1,0;I;A;0,0;N;U;Y;Y;U;U;Y;266,0;1057165
42,405;502,25;49,905;0,0;0,0;0,0;0,0;0,0;0,0;137,75;-2,415;3,333333333;0,0;2,0;0,0;8,666666667;0,0;169,6666667;0,0;48,33333333;0,0;155,6666667;0,0;0,666666667;0,666666667;0,033333333;37,66666667;0,0;360,6266667;0,0;84,40666667;68,33333333;59,22333333;8,333333333;32,00333333;38,0;0,0;37,30333333;0,0;137,6666667;0,0;407,73;0,0;5,333333333;169,6666667;155,6666667;0,0;0,0;0;18;1;1;U;AA;N;2426;7311,0;910,31;866,2;7308,0;2425;50,95;429,88;142,65;456;143;43;450,0;141,0;47,0;U;NEW YORK CITY AREA;Y;N;199,9899902;1,0;1,0;WCMB;0,0;0,0;;;M;U;1,0;M;5,0;;C;;0,0;O;U;U;U;U;U;Y;561,0;1038843
54,4775;445,0;59,99;1,2375;0,0;0,0;0,0;0,0;0,0;181,0;-1,2375;16,33333333;0,0;0,0;0,0;17,0;0,0;159,6666667;0,0;49,33333333;0,0;129,3333333;0,0;0,0;0,0;0,0;31,0;0,666666667;162,6166667;0,0;58,15333333;61,66666667;61,75;9,0;13,98666667;81,66666667;0,0;115,3566667;0,0;86,0;0,0;105,4133333;0,0;16,33333333;159,6666667;129,3333333;0,0;1,0;0;17;1;1;Y;AA;N;3533;9722,0;1073,36;965,13;9722,0;3533;60,32;607,63;220,81;385;173;55;532,0;205,0;55,0;U;DC/MARYLAND/VIRGINIA AREA;Y;R;39,98999023;1,0;1,0;WCMB;0,0;0,0;;;;U;;;;;;;0,0;Z;U;U;U;U;U;N;499,0;1057925
77,72;534,75;19,3975;2,7225;51,5;20,6;20,6;0,0;0,0;-534,75;72,28;4,0;0,0;0,666666667;0,0;30,0;0,0;118,3333333;0,0;52,0;0,0;85,66666667;0,0;9,0;18,33333333;11,75;25,33333333;0,666666667;435,13;0,0;283,7333333;11,33333333;52,68666667;6,666666667;55,64666667;89,33333333;0,0;332,6066667;0,0;37,66666667;0,0;386,2566667;0,0;4,666666667;118,3333333;85,66666667;0,0;0,0;0;8;1;1;U;CA;Y;1168;9646,0;584,8;498,92;9533,0;1156;83,15;1588,83;192,67;1457;183;98;1589,0;193,0;83,0;U;DC/MARYLAND/VIRGINIA AREA;N;N;129,9899902;1,0;1,0;WCMB;0,0;0,0;;;;U;;;;;;;0,0;S;U;U;U;U;U;N;231,0;1095941
31,4525;41,25;29,99;0,0;3,75;1,4625;0,0;1,4625;0,0;-16,25;-1,4625;0,333333333;0,0;0,666666667;0,0;3,333333333;0,0;26,0;0,333333333;3,333333333;0,0;21,66666667;0,333333333;0,0;0,0;0,0;3,0;0,0;17,36666667;0,583333333;1,556666667;7,0;5,666666667;1,333333333;0,79;9,0;0,333333333;9,426666667;0,583333333;15,33333333;0,0;9,496666667;0,0;1,0;26,33333333;22,0;0,0;0,0;1;18;1;1;N;AA;N;832;1201,0;600,95;569,93;1201,0;832;33,53;70,65;48,94;47;32;32;113,0;77,0;40,0;;SOUTHWEST AREA;T;N;99,98999023;2,0;2,0;WCMB;0,0;0,0;;;;U;;;;;;;0,0;S;U;U;U;U;U;N;175,0;1039539
51,235;0,0;54,06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-16,245;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;12;1;1;U;ZA;Y;552;1528,0;408,91;335,68;1511,0;541;41,96;188,88;67,63;0;0;57;81,0;29,0;38,0;U;NEW YORK CITY AREA;Y;N;149,9899902;2,0;1,0;WCMB;0,0;0,0;;;;U;;M;;;;;0,0;S;U;U;U;U;U;N;127,0;1051731
26,215;151,5;24,99;0,0;0,0;0,0;0,0;0,0;0,0;-12,5;0,775;0,333333333;0,0;0,0;0,0;3,333333333;0,0;40,33333333;0,0;8,666666667;0,0;36,66666667;0,0;0,0;0,0;0,0;5,0;0,0;60,56;0,0;31,54;17,0;27,27333333;1,0;0,44;23,0;0,0;40,67;0,0;22,33333333;0,0;51,43;0,0;0,333333333;40,33333333;36,66666667;0,0;0,0;1;33;1;1;Y;A;N;1984;4384,0;812,75;786,09;4380,0;1982;26,2;146,0;66,07;156;58;26;153,0;63,0;26,0;S;GREAT LAKES AREA;Y;N;149,9899902;3,0;2,0;WCMB;0,0;0,0;O;7,0;S;M;3,0;M;7,0;3,0;C;A;0,0;N;U;Y;Y;Y;U;Y;696,0;1012384
115,205;1210,5;44,99;1,7325;209,25;73,2375;73,2375;0,0;4,9275;643,5;113,115;31,66666667;0,0;2,333333333;0,0;125,0;0,0;550,6666667;0,0;233,0;0,0;400,6666667;0,0;0,0;0,0;0,0;123,6666667;0,666666667;382,39;0,0;225,4733333;90,66666667;69,23666667;9,333333333;12,16666667;198,0;0,0;191,6333333;0,0;381,3333333;0,0;416,23;0,0;34,0;550,6666667;400,6666667;0,0;15,66666667;1;19;2;2;U;AA;N;4726;8643,0;946,17;915,17;8640,0;4723;50,84;480,0;262,39;996;557;77;775,0;419,0;58,0;T;GREAT LAKES AREA;Y;N;149,9899902;2,0;2,0;WCMB;0,0;0,0;O;10,0;S;S;3,0;M;6,0;2,0;C;A;0,0;I;U;U;U;U;U;Y;439,0;1031449
46,975;441,5;39,99;0,0;41,5;14,525;14,525;0,0;0,0975;-124,5;-11,815;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;11;1;1;U;EA;Y;1582;3719,0;482,82;422,84;3704,0;1578;42,28;370,4;157,8;483;212;51;449,0;199,0;48,0;S;HOUSTON AREA;Y;N;199,9899902;1,0;1,0;WCMB;1,0;0,0;O;1,0;S;U;1,0;M;4,0;2,0;B;A;0,0;H;U;U;U;U;U;N;338,0;1067393
10,2475;161,25;10,0;0,2475;0,0;0,0;0,0;0,0;0,0;17,75;0,7425;0,666666667;0,0;0,666666667;0,0;4,333333333;0,0;39,66666667;0,0;18,66666667;0,0;34,33333333;0,0;0,0;0,0;0,0;4,666666667;0,0;57,20333333;0,0;66,57;5,666666667;4,713333333;4,333333333;13,57;51,0;0,0;122,3566667;0,0;1,666666667;0,0;1,416666667;0,0;1,333333333;39,66666667;34,33333333;0,0;0,666666667;0;28;2;2;Y;A;N;2256;6385,0;901,4;831,5;6324,0;2228;31,98;243,23;85,69;155;58;10;409,0;131,0;16,0;T;DALLAS AREA;Y;N;149,9899902;2,0;2,0;WCMB;0,0;0,0;O;;M;U;1,0;M;6,0;;C;;0,0;U;U;U;U;U;U;Y;333,0;1016896
30,18;9,666666667;30,0;0,0;0,0;0,0;0,0;0,0;0,0;-5,666666667;-0,18;0,333333333;0,0;0,0;0,0;2,333333333;0,0;9,0;0,0;2,0;0,0;6,333333333;0,0;0,0;0,0;0,0;1,666666667;0,0;3,253333333;0,0;0,736666667;0,333333333;0,01;0,333333333;0,443333333;2,666666667;0,0;1,57;0,0;4,666666667;0,0;2,42;0,0;0,333333333;9,0;6,333333333;0,0;0,0;0;31;2;2;U;A;N;207;408,0;725,88;695,88;395,0;201;30,26;17,17;8,74;9;7;31;13,0;9,0;31,0;;LOS ANGELES AREA;N;N;;1,0;1,0;WC;0,0;0,0;O;8,0;S;A;2,0;M;8,0;;B;A;0,0;S;U;U;U;U;U;Y;940,0;1098859
18,8375;94,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;-94,0;-8,8375;14,33333333;0,0;9,666666667;0,0;0,333333333;0,0;45,33333333;0,0;7,333333333;0,0;22,66666667;0,0;0,0;0,0;0,0;1,666666667;0,0;23,17333333;0,0;6,213333333;7,0;5,83;0,333333333;0,193333333;20,0;0,0;21,64333333;0,0;6,666666667;0,0;7,743333333;0,0;24,0;45,33333333;22,66666667;0,0;0,0;0;11;2;2;U;A;N;1966;5803,0;515,18;295,53;4795,0;1672;32,84;532,78;185,78;125;65;22;398,0;178,0;19,0;U;CHICAGO AREA;Y;R;99,98999023;2,0;2,0;WCMB;0,0;0,0;O;9,0;S;M;3,0;M;5,0;2,0;I;A;0,0;S;U;U;U;U;Y;Y;46,0;1060415
65,7225;339,0;69,99;1,7325;0,0;0,0;0,0;0,0;0,0;21,0;-0,7425;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;11;1;1;U;CA;Y;1609;3709,0;666,74;586,76;3684,0;1598;58,68;368,4;159,8;332;153;66;367,0;162,0;64,0;C;MIDWEST AREA;Y;N;59,98999023;1,0;1,0;WCMB;0,0;0,0;O;4,0;S;M;1,0;M;6,0;2,0;;A;0,0;H;U;U;U;U;U;Y;338,0;1067314
27,2925;261,0;44,99;0,0;0,0;0,0;0,0;0,0;0,0;123,0;9,3475;5,666666667;0,0;0,0;0,0;7,666666667;0,0;63,0;5,0;64,33333333;0,0;53,0;5,0;0,0;0,0;0,0;42,66666667;0,333333333;64,51333333;16,75;48,78;17,0;17,51;0,0;0,0;65,66666667;1,333333333;79,39333333;4,196666667;19,0;3,666666667;33,9;12,55333333;5,666666667;68,0;58,0;0,0;0,0;1;14;1;1;Y;ZA;Y;1565;3886,0;538,7;477,94;3883,0;1563;36,76;298,69;120,23;220;104;24;333,0;131,0;36,0;U;NEW YORK CITY AREA;N;N;129,9899902;2,0;2,0;WCMB;0,0;0,0;;1,0;S;B;1,0;M;4,0;;A;A;0,0;H;U;U;U;U;U;N;213,0;1072266
71,085;418,5;31,98;0,0;96,25;33,6875;33,6875;0,0;1,3775;-118,5;-32,275;2,0;0,0;4,666666667;0,0;29,66666667;0,0;132,6666667;0,0;37,66666667;0,0;97,0;0,0;0,333333333;2,0;1,733333333;16,33333333;0,0;235,26;0,0;100,9133333;14,66666667;18,92;4,333333333;15,47;69,0;0,0;159,4433333;0,0;65,0;0,0;176,7266667;0,0;6,666666667;132,6666667;97,0;0,0;0,333333333;1;11;2;1;U;AA;N;1088;2790,0;547,27;512,04;2790,0;1088;51,2;279,0;108,8;458;146;82;348,0;121,0;58,0;;NORTH FLORIDA AREA;Y;R;39,98999023;2,0;2,0;WCMB;0,0;0,0;;;;U;;;;;;;0,0;N;U;U;U;U;U;N;261,0;1057515
30,2475;243,0;30,0;0,2475;0,0;0,0;0,0;0,0;0,0;-103,0;-0,2475;1,333333333;0,0;0,0;0,0;11,33333333;0,0;102,3333333;0,0;51,0;0,0;90,33333333;0,0;0,0;0,0;0,0;27,66666667;0,0;128,03;0,0;103,2033333;23,66666667;18,20666667;9,0;29,45333333;60,33333333;0,0;127,1666667;0,0;70,66666667;0,0;104,0666667;0,0;1,333333333;102,3333333;90,33333333;0,0;0,0;0;25;1;1;U;BA;N;2812;6134,0;847,63;815,63;6072,0;2794;33,98;253,0;116,42;277;139;30;291,0;148,0;36,0;U;NEW YORK CITY AREA;N;N;129,9899902;2,0;2,0;WCMB;0,0;0,0;;7,0;M;S;1,0;M;8,0;;C;J;0,0;N;U;U;U;U;U;Y;403,0;1031062
34,16;180,0;29,99;0,0;0,0;0,0;0,0;0,0;0,0;32,0;-0,92;0,333333333;0,0;0,0;0,0;12,66666667;0,0;40,66666667;0,0;28,33333333;0,0;27,66666667;0,0;0,333333333;0,333333333;0,123333333;12,66666667;0,333333333;36,40333333;0,0;94,97333333;5,0;7,95;2,333333333;4,966666667;17,66666667;0,0;26,07333333;0,0;35,0;0,0;105,3;0,0;0,333333333;40,66666667;27,66666667;0,0;0,0;0;16;1;1;Y;DA;N;1991;5065,0;600,56;527,06;4987,0;1943;35,14;332,47;129,53;169;74;34;227,0;96,0;34,0;U;DC/MARYLAND/VIRGINIA AREA;N;R;29,98999023;4,0;2,0;WC;0,0;0,0;;;;U;;;;;;;0,0;H;U;U;U;U;U;N;295,0;1040663
30,26;81,25;49,99;0,0;0,0;0,0;0,0;0,0;0,0;19,75;-0,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;9;2;2;U;AA;N;186;729,0;252,24;192,26;729,0;186;24,03;91,13;23,25;75;19;31;96,0;24,0;22,0;T;NORTHWEST/ROCKY MOUNTAIN AREA;Y;N;149,9899902;1,0;1,0;WCMB;0,0;0,0;O;14,0;M;M;3,0;M;7,0;2,0;C;A;0,0;N;U;U;U;U;U;Y;261,0;1069520
66,115;690,75;59,49;1,7325;10,75;3,27;3,075;0,195;6,8225;-137,75;-12,615;10,66666667;0,0;1,666666667;0,0;17,0;0,0;77,33333333;0,0;47,33333333;0,0;52,0;0,0;0,0;0,0;0,0;27,66666667;0,0;43,46;0,0;51,33;2,333333333;4,853333333;0,666666667;1,226666667;43,33333333;0,0;54,59333333;0,0;40,0;0,0;40,19666667;0,0;12,33333333;77,33333333;52,0;0,0;1,0;1;11;3;2;Y;BA;N;4537;14602,0;1689,92;982,51;11162,0;3644;109,17;1240,22;404,89;737;329;70;1089,0;383,0;109,0;U;NEW YORK CITY AREA;Y;R;29,98999023;2,0;2,0;WCMB;0,0;0,0;R;1,0;M;S;1,0;M;1,0;;;G;0,0;Z;U;U;U;U;Y;Y;200,0;1056923
90,115;632,5;34,865;0,495;126,25;50,5;50,5;0,0;2,1925;270,5;76,075;9,0;0,0;0,666666667;0,0;24,66666667;0,0;151,6666667;0,0;76,0;0,0;119,6666667;0,0;0,0;0,0;0,0;40,33333333;0,666666667;301,5066667;0,0;135,04;42,66666667;33,86333333;32,33333333;42,68;107,3333333;0,0;235,0466667;0,0;78,66666667;0,0;201,5;0,0;9,666666667;151,6666667;119,6666667;0,0;0,666666667;0;32;1;1;U;D;N;4897;12340,0;2119,19;2041,21;12161,0;4781;65,85;392,29;154,23;542;209;65;580,0;198,0;72,0;;NEW YORK CITY AREA;T;N;99,98999023;3,0;3,0;WCMB;0,0;0,0;O;6,0;;S;1,0;M;6,0;;A;;0,0;H;U;U;U;U;U;Y;155,0;1012936
51,4875;582,75;59,99;0,2475;0,0;0,0;0,0;0,0;0,0;275,25;-1,4975;11,0;0,0;0,0;0,0;0,0;0,0;140,6666667;0,0;106,3333333;0,0;134,0;0,0;0,0;0,0;0,0;48,66666667;0,0;185,2333333;0,0;230,1733333;6,0;4,556666667;5,333333333;6,41;127,0;0,0;253,99;0,0;109,0;0,0;161,4166667;0,0;11,0;140,6666667;134,0;0,0;0,666666667;1;12;2;2;U;AA;N;1337;3007,0;642,73;561,85;3006,0;1336;51,08;273,27;121,45;491;216;52;362,0;160,0;51,0;C;NEW YORK CITY AREA;Y;N;199,9899902;1,0;1,0;WCMB;0,0;0,0;O;8,0;S;S;2,0;M;6,0;1,0;C;A;0,0;G;U;U;U;U;U;Y;361,0;1085341
20,2825;3,0;29,99;0,0;0,25;0,0975;0,0;0,0975;0,195;-3,0;-0,2925;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,723333333;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,723333333;0,0;0,0;1,0;1,0;0,0;0,0;0;7;1;1;U;AA;N;17;24,0;186,09;131,11;24,0;17;21,85;4,0;2,83;4;3;20;4,0;3,0;22,0;S;ATLANTIC SOUTH AREA;T;N;99,98999023;1,0;1,0;WCMB;0,0;0,0;O;6,0;M;S;1,0;M;1,0;;C;H;0,0;U;U;U;U;U;U;N;189,0;1097318
44,0875;421,5;49,99;0,0;0,25;0,0975;0,0;0,0975;0,0;66,5;-0,0975;20,33333333;0,0;0,0;0,0;28,0;0,0;156,3333333;0,333333333;90,66666667;0,0;117,6666667;0,333333333;0,0;0,0;0,0;49,66666667;0,0;159,83;0,306666667;158,7733333;49,0;22,7;19,0;17,22;87,33333333;0,0;176,67;0,0;93,33333333;0,333333333;141,9333333;0,306666667;20,33333333;156,6666667;118,0;0,0;1,0;0;7;2;2;Y;D;N;798;1846,0;351,66;265,71;1823,0;780;44,29;303,83;130,0;399;158;44;304,0;130,0;44,0;;PHILADELPHIA AREA;Y;R;129,9899902;2,0;2,0;WCMB;0,0;0,0;;;;U;;;;;;;0,0;H;U;U;U;U;U;N;19,0;1096783
35,2375;206,25;44,99;0,2475;0,0;0,0;0,0;0,0;0,0;-78,25;-0,2475;10,0;0,0;0,666666667;0,0;10,33333333;0,0;73,66666667;0,0;42,33333333;0,0;55,66666667;0,0;0,0;0,0;0,0;23,33333333;0,333333333;78,22;0,0;62,94666667;17,0;13,49333333;0,0;0,0;33,0;0,0;48,16;0,0;50,66666667;0,0;93,00666667;0,0;10,66666667;73,66666667;55,66666667;0,0;1,333333333;0;9;1;1;U;BA;N;755;1634,0;381,64;316,03;1634,0;755;39,5;204,25;94,38;232;100;35;200,0;89,0;36,0;S;PHILADELPHIA AREA;N;N;129,9899902;2,0;1,0;WCMB;0,0;0,0;O;15,0;S;M;3,0;M;7,0;;;A;0,0;I;U;U;U;U;Y;Y;273,0;1079219
106,945;1104,0;90,07;0,495;31,25;12,5;12,5;0,0;0,195;8,0;-20,965;25,33333333;0,0;3,0;0,0;18,33333333;0,0;177,6666667;0,0;101,0;0,0;143,0;0,0;4,666666667;15,33333333;12,65666667;34,66666667;0,0;296,0933333;0,0;181,8433333;77,0;136,7633333;56,0;133,63;141,0;0,0;267,7833333;0,0;80,66666667;0,0;210,15;0,0;28,33333333;177,6666667;143,0;0,0;0,333333333;1;21;1;1;U;AA;N;3805;8524,0;1301,32;1270,32;8524,0;3805;63,52;426,2;190,25;1101;416;114;826,0;321,0;133,0;U;NEW YORK CITY AREA;Y;N;199,9899902;5,0;4,0;WCMB;0,0;0,0;O;2,0;;B;1,0;M;6,0;1,0;C;;0,0;H;U;U;U;U;U;Y;58,0;1031329
163,0875;1566,5;75,0;1,2375;281,5;70,375;70,375;0,0;11,405;-363,5;-75,9275;24,0;0,0;6,0;0,0;166,6666667;0,0;638,0;0,0;317,0;0,0;451,3333333;0,0;0,0;0,0;0,0;189,3333333;0,0;510,34;0,0;463,0966667;89,0;82,25666667;30,66666667;44,66666667;481,6666667;0,0;689,4266667;0,0;217,3333333;0,0;284,01;0,0;30,0;638,0;451,3333333;0,0;12,33333333;0;34;1;1;Y;U1;N;21628;39965,0;4615,08;4591,22;39693,0;21487;143,48;1240,41;671,47;1688;903;188;1599,0;860,0;171,0;U;NEW YORK CITY AREA;Y;N;149,9899902;8,0;6,0;WCMB;0,0;0,0;;;;U;;;;;;;0,0;H;U;U;U;U;U;N;132,0;1008966
