months,eqpdays,change_mou,mou_mean,totmrc_mean,hnd_price,avgqty,crclscod,uniqsubs,avgrev,cluster,churn
23,697.0,-19.0,19.0,13.2075,59.98999023,37.77,,2,40.32,0,1
11,315.0,-60.0,262.0,10.0,149.9899902,84.8,,2,39.32,0,1
25,751.0,-65.25,255.25,50.0,29.98999023,74.3,,1,50.77,0,0
10,303.0,-67.5,165.5,44.99,149.9899902,64.11,,2,35.31,0,0
13,263.0,-59.75,749.75,59.99,199.9899902,157.0,,1,62.43,0,1
23,687.0,-153.25,504.25,82.4925,29.98999023,279.23,,1,74.26,2,0
25,746.0,4.0,23.0,16.99,29.98999023,16.45,,2,20.56,0,1
12,367.0,-103.75,135.75,10.0,29.98999023,63.0,,4,12.5,0,1
15,431.0,118.75,139.25,29.99,59.98999023,83.07,,1,34.25,0,0
10,294.0,-88.25,229.25,44.99,29.98999023,62.0,,4,47.31,0,1
11,327.0,-64.5,195.5,30.0,59.98999023,101.3,,1,30.55,0,1
16,472.0,-319.75,319.75,29.99,29.98999023,107.71,,4,57.22,0,1
6,194.0,-159.0,944.0,52.4925,129.9899902,176.6,,2,50.55,0,1
32,948.0,-12.25,16.25,29.99,29.98999023,10.93,,1,33.27,0,0
42,682.0,-489.0,492.0,59.99,29.98999023,210.84,,1,56.59,2,1
23,273.0,34.5,83.5,29.99,79.98999023,30.09,,1,30.71,0,0
11,330.0,245.75,522.25,59.99,149.9899902,153.3,,1,53.86,0,1
16,479.0,-13.0,85.0,30.0,29.98999023,58.73,,1,31.16,0,0
9,279.0,-3.0,7.0,29.99,149.9899902,23.75,,1,44.45,0,0
8,14.0,-13.25,13.25,4.275,29.98999023,21.67,,2,2.91,0,1
17,504.0,77.25,242.75,30.0,149.9899902,49.07,,1,33.5,0,1
8,229.0,-14.5,37.5,10.0,59.98999023,31.33,,2,14.02,0,0
15,442.0,71.5,425.5,39.99,149.9899902,147.86,,2,42.37,0,0
11,325.0,81.0,333.0,39.99,199.9899902,101.4,,1,33.18,0,1
10,302.0,9.25,67.75,39.99,149.9899902,50.11,,1,31.34,0,0
12,371.0,474.25,484.75,39.99,149.9899902,97.09,,1,41.22,0,1
7,208.0,-146.5,1437.5,79.99,149.9899902,453.67,,1,101.49,2,1
8,209.0,31.0,798.0,44.99,149.9899902,122.67,,1,38.32,0,0
37,137.0,78.75,388.25,44.99,149.9899902,100.06,,1,83.09,0,0
25,603.0,0.0,76.66666667,10.0,149.9899902,89.46,,2,25.6,0,0
21,631.0,202.5,587.5,44.99,29.98999023,73.26,,1,45.96,0,1
14,422.0,-233.75,252.75,39.99,149.9899902,106.77,,3,51.37,0,1
14,232.0,-1803.5,4773.5,94.99,149.9899902,1091.42,,1,353.56,2,0
24,726.0,-26.5,26.5,10.0,29.98999023,91.05,,2,27.81,0,1
22,455.0,-620.25,698.25,45.0,199.9899902,483.9,,2,57.06,2,1
9,270.0,-56.0,721.0,49.99,149.9899902,213.0,,2,62.91,0,0
30,457.0,29.75,157.25,47.5825,29.98999023,100.72,,1,52.2,0,1
16,237.0,-47.25,551.25,84.99,149.9899902,177.43,,1,83.07,0,1
7,219.0,-25.0,45.0,39.99,149.9899902,24.5,,2,32.68,0,0
21,244.0,-299.5,1402.5,39.99,199.9899902,352.63,,1,80.9,2,0
16,483.0,-44.0,116.0,39.99,29.98999023,60.47,,2,30.32,0,1
15,442.0,38.0,199.0,39.99,59.98999023,71.38,,1,31.97,0,0
16,256.0,-370.25,1310.25,62.115,129.9899902,527.8,,1,113.81,2,1
9,61.0,-604.5,1040.5,44.99,79.98999023,477.63,,1,73.89,2,0
33,703.0,-89.0,425.0,50.0,29.98999023,222.32,,1,51.04,0,1
13,384.0,-77.25,209.25,39.99,59.98999023,118.0,,2,37.56,0,0
31,148.0,-279.75,1011.75,59.99,149.9899902,135.66,,1,74.47,2,0
13,298.0,209.25,200.75,54.99,129.9899902,125.75,,1,44.11,0,1
34,1029.0,14.75,111.25,24.99,29.98999023,24.7,,1,26.92,0,1
11,331.0,-132.25,132.25,47.49,99.98999023,108.4,,2,40.14,0,1
20,600.0,396.75,537.25,37.57,149.9899902,86.47,,1,35.26,0,0
12,355.0,-82.75,882.75,94.99,79.98999023,434.45,,1,104.46,2,0
33,160.0,4.75,195.25,35.99,99.98999023,106.94,,1,41.07,0,1
18,101.0,-19.25,393.25,48.32,199.9899902,137.75,,1,51.9,0,0
21,625.0,36.75,229.25,32.49,79.98999023,108.1,,2,33.3,0,0
24,189.0,1.75,272.25,50.0,149.9899902,65.04,,1,57.44,0,0
16,372.0,-451.25,451.25,30.705,99.98999023,340.93,,2,86.49,2,1
10,289.0,16.5,718.5,72.6975,99.98999023,199.44,,1,70.7,0,1
23,700.0,34.5,399.5,59.99,79.98999023,183.0,,1,72.11,0,0
18,335.0,-183.75,990.75,50.0,149.9899902,316.35,,1,76.78,2,0
22,641.0,63.0,593.0,45.15,149.9899902,141.1,,1,72.75,0,0
21,622.0,-17.0,101.0,32.49,79.98999023,34.75,,2,32.2,0,0
13,85.0,-309.75,741.75,44.9925,199.9899902,227.36,,3,61.85,2,1
7,204.0,28.5,118.5,44.99,99.98999023,17.67,,1,40.58,0,0
14,57.0,78.5,141.5,34.99,249.9899902,53.83,,2,30.22,0,0
31,423.0,-28.0,129.0,49.99,129.9899902,100.07,,1,56.8,0,1
7,198.0,-13.0,13.0,39.99,129.9899902,9.5,,1,30.61,0,1
11,325.0,4.75,351.25,39.99,149.9899902,117.0,,1,34.44,0,0
36,481.0,-23.75,238.75,50.0,29.98999023,100.03,,2,63.47,0,1
14,424.0,-48.0,530.0,44.99,129.9899902,108.85,,1,54.54,0,1
12,355.0,-240.25,1239.25,68.5375,149.9899902,379.64,,1,122.07,2,1
12,356.0,-199.5,199.5,10.225,129.9899902,203.55,,6,75.41,0,1
14,63.0,-12.0,526.0,59.99,79.98999023,224.38,,1,78.33,0,0
30,152.0,3046.75,4258.25,79.99,99.98999023,654.86,,1,121.77,0,1
6,188.0,553.5,868.5,55.195,129.9899902,236.4,,2,60.36,0,1
14,436.0,14.75,440.25,49.99,149.9899902,227.62,,1,97.46,0,1
12,98.0,-596.5,908.5,44.99,149.9899902,475.82,,1,38.45,2,1
7,207.0,-162.0,809.0,51.36,149.9899902,260.83,,1,53.7,0,0
12,350.0,-199.25,563.25,44.99,79.98999023,143.09,,1,34.59,0,0
7,194.0,-82.75,92.75,10.0,29.98999023,33.4,,4,10.53,0,0
12,373.0,0.0,296.0,69.99,79.98999023,185.64,,2,58.47,0,1
17,323.0,469.25,1286.75,55.8675,299.9899902,513.94,,1,185.6,2,1
13,365.0,-130.0,504.0,44.99,129.9899902,157.0,,1,49.5,0,1
16,219.0,31.0,649.0,75.0,79.98999023,431.73,,1,93.78,2,0
12,352.0,-184.0,887.0,72.9025,199.9899902,178.4,,1,59.64,2,1
18,182.0,44.0,286.0,52.4925,99.98999023,104.53,,1,57.0,0,1
29,891.0,-57.5,65.5,60.05,29.98999023,168.32,,2,69.25,0,1
16,437.0,-191.25,920.25,44.99,149.9899902,186.53,,3,62.44,0,0
17,504.0,16.25,24.75,82.82,59.98999023,12.19,,2,60.68,0,1
39,232.0,106.0,621.0,50.0,199.9899902,175.0,,2,58.44,0,1
12,329.0,-71.5,1947.5,112.65,99.98999023,427.73,,1,184.31,2,0
12,349.0,-272.0,2174.0,84.99,79.98999023,531.18,,1,255.05,2,0
23,679.0,76.75,145.25,30.0,129.9899902,65.0,,3,31.48,0,1
7,182.0,-4.0,787.0,69.99,129.9899902,247.6,,1,86.79,0,0
15,431.0,-45.75,357.75,69.99,99.98999023,54.14,,2,52.51,0,1
11,341.0,-33.0,218.0,39.99,59.98999023,55.7,,1,29.58,0,1
7,191.0,325.5,1053.5,69.99,149.9899902,267.0,,1,60.45,0,0
17,167.0,-461.5,461.5,54.99,99.98999023,162.06,,1,56.69,2,1
20,310.0,73.5,323.5,29.99,39.98999023,225.42,,1,63.25,0,0
9,267.0,10.25,1239.75,10.0,29.98999023,275.0,,2,16.98,0,0
13,404.0,-21.75,711.75,59.99,29.98999023,168.33,,2,61.02,0,1
21,626.0,336.75,374.25,50.0,29.98999023,49.21,,2,48.08,0,1
25,736.0,-168.25,179.25,30.0,79.98999023,137.17,,1,39.33,0,1
30,288.0,-207.5,795.5,18.34,29.98999023,95.71,,1,42.05,0,1
18,156.0,-245.25,2071.25,69.99,149.9899902,824.24,,1,103.37,2,1
11,305.0,7.25,2.75,19.99,29.98999023,0.67,,2,20.15,0,0
18,523.0,56.5,388.5,39.99,149.9899902,67.35,,1,38.87,0,1
16,13.0,0.0,274.0,79.98,149.9899902,461.33,,1,105.06,2,1
24,127.0,141.0,1048.0,99.99,99.98999023,267.68,,1,111.37,2,1
15,458.0,-215.25,328.25,30.0,79.98999023,104.14,,1,34.41,0,0
21,622.0,233.75,1042.25,10.0,79.98999023,355.68,,2,60.58,0,1
34,171.0,-630.0,630.0,59.995,149.9899902,187.66,,2,88.12,2,0
14,422.0,-2.75,2.75,53.215,129.9899902,11.15,,1,48.93,0,1
32,964.0,-130.75,320.75,39.99,29.98999023,118.32,,1,77.49,0,0
16,473.0,23.75,457.25,49.99,149.9899902,101.27,,1,54.86,0,0
13,48.0,-321.75,1910.75,87.975,59.98999023,424.45,,1,93.86,2,0
30,133.0,90.5,574.5,44.99,199.9899902,217.71,,4,40.05,0,0
13,93.0,908.25,1207.75,34.4925,199.9899902,134.17,,1,50.66,0,1
7,221.0,-175.75,351.75,39.99,59.98999023,38.33,,1,33.2,0,0
16,458.0,19.75,543.25,10.0,29.98999023,175.71,,2,29.84,0,1
30,7.0,14.25,390.75,24.99,129.9899902,192.45,,1,44.58,0,1
33,114.0,-98.5,1226.5,10.0,149.9899902,200.44,,2,66.62,0,1
14,111.0,-7.5,349.5,45.03,129.9899902,89.31,,1,45.03,0,1
8,236.0,95.0,63.0,10.0,59.98999023,39.86,,2,10.78,0,0
12,1.0,-211.5,1474.5,56.365,129.9899902,162.2,,3,43.55,2,0
18,303.0,615.5,428.5,84.99,129.9899902,309.59,,1,118.7,0,1
35,1059.0,-58.75,839.75,44.99,29.98999023,30.18,,1,32.52,0,1
6,194.0,-1.5,595.5,69.99,129.9899902,154.0,,2,97.82,0,1
15,454.0,-29.75,159.75,29.99,29.98999023,118.5,,1,37.84,0,0
39,709.0,-57.0,369.0,30.0,29.98999023,142.08,,1,70.74,0,1
46,442.0,-94.0,523.0,50.0,59.98999023,113.81,,2,68.25,0,1
15,264.0,613.25,1570.75,61.2425,149.9899902,566.86,,1,86.17,0,1
13,391.0,96.25,217.75,10.0,199.9899902,58.5,,2,13.87,0,1
33,337.0,-159.25,797.25,44.99,29.98999023,85.82,,2,37.89,0,0
16,156.0,-8.5,121.5,32.49,99.98999023,31.2,,2,34.04,0,1
15,451.0,-148.25,588.25,44.99,59.98999023,104.93,,4,29.34,0,1
30,111.0,140.75,176.25,29.99,129.9899902,18.64,,1,33.44,0,0
7,212.0,-134.75,189.75,44.99,149.9899902,63.5,,2,35.23,0,1
31,271.0,-70.25,827.25,59.99,99.98999023,106.6,,1,45.95,0,0
33,96.0,-55.5,1384.5,94.99,199.9899902,473.5,,1,92.17,2,0
10,293.0,1.25,2.75,10.0,149.9899902,2.89,,2,10.08,0,0
18,541.0,-119.25,485.25,29.99,129.9899902,95.06,,1,47.16,0,0
16,440.0,274.5,456.5,49.99,149.9899902,72.46,,1,83.51,0,1
18,257.0,7.5,245.5,74.5875,129.9899902,126.76,,4,80.26,0,1
45,249.0,-44.0,118.0,50.0,99.98999023,133.58,,1,55.54,0,1
20,579.0,-27.25,110.25,30.0,79.98999023,54.06,,2,33.07,0,0
8,42.0,-401.5,1064.5,59.49,0.0,274.83,,2,67.27,2,0
12,30.0,89.5,677.5,10.0,199.9899902,201.18,,4,23.45,0,0
31,948.0,34.75,129.25,29.99,29.98999023,71.7,,1,43.91,0,1
12,157.0,304.25,222.75,44.99,149.9899902,212.27,,1,55.57,0,1
25,459.0,-31.25,120.25,39.99,9.989997864,101.86,,1,59.28,0,1
7,225.0,-223.25,574.25,69.99,149.9899902,206.67,,2,66.01,2,0
19,211.0,-26.5,579.5,37.5,149.9899902,199.33,,1,55.56,0,1
19,522.0,156.5,643.5,44.99,59.98999023,166.28,,1,52.97,0,1
11,338.0,21.0,339.0,69.99,59.98999023,159.8,,1,58.68,0,1
24,65.0,-50.25,110.25,29.99,199.9899902,9.0,,1,35.13,0,0
25,163.0,-42.33333333,42.33333333,0.666666667,29.98999023,228.42,,1,107.05,0,1
7,198.0,-82.5,374.5,39.99,99.98999023,108.4,,1,33.0,0,0
25,740.0,61.5,134.5,30.0,29.98999023,49.92,,1,37.45,0,1
30,897.0,221.75,1451.25,72.8925,29.98999023,231.89,,1,71.57,0,0
26,235.0,-34.5,285.5,53.255,149.9899902,114.33,,2,46.88,0,0
9,269.0,-25.75,189.75,69.99,149.9899902,23.5,,1,51.08,0,1
21,635.0,-56.75,403.75,10.0,59.98999023,121.53,,3,45.22,0,0
15,454.0,54.0,653.0,29.6275,79.98999023,484.07,,1,106.87,2,1
25,464.0,490.0,1955.0,65.2825,199.9899902,170.0,,1,82.71,0,1
21,650.0,227.5,977.5,76.4475,9.989997864,96.2,,1,61.59,0,0
25,734.0,-34.5,202.5,10.0,29.98999023,157.35,,2,29.65,0,1
19,592.0,-40.0,128.0,15.0,9.989997864,29.61,,1,26.49,0,1
16,486.0,159.25,388.75,59.99,199.9899902,130.93,,1,52.43,0,1
9,54.0,284.75,662.25,35.675,129.9899902,513.88,,1,88.57,0,1
33,553.0,5.0,306.0,45.07,79.98999023,52.77,,1,39.4,0,1
10,302.0,-182.75,493.75,39.99,129.9899902,161.44,,1,45.65,0,0
26,782.0,127.25,260.75,44.99,29.98999023,46.71,,4,51.46,0,1
22,660.0,-48.5,94.5,32.49,79.98999023,37.0,,2,33.0,0,0
13,394.0,-70.25,695.25,47.49,129.9899902,263.42,,2,52.17,0,1
9,258.0,47.75,53.25,19.99,59.98999023,18.57,,1,32.86,0,1
9,265.0,-29.0,302.0,39.99,149.9899902,175.0,,1,43.62,0,0
19,564.0,-630.0,1836.0,117.9925,79.98999023,571.24,,3,200.09,2,0
24,206.0,-328.25,1236.25,69.99,149.9899902,358.68,,1,148.74,2,0
30,915.0,325.25,587.75,24.99,29.98999023,224.32,,3,39.86,0,1
28,141.0,139.0,1048.0,59.99,129.9899902,305.55,,1,66.29,0,0
14,422.0,-27.75,27.75,9.6775,149.9899902,129.46,,1,47.77,0,1
23,685.0,9.0,664.0,42.49,29.98999023,273.7,,4,62.76,0,0
15,62.0,-75.75,611.75,34.98,129.9899902,328.14,,1,74.69,0,1
12,344.0,-72.0,209.0,29.99,59.98999023,68.73,,1,37.6,0,1
9,282.0,52.75,287.25,44.99,59.98999023,71.63,,1,45.97,0,0
16,109.0,106.75,152.25,44.99,129.9899902,66.13,,2,46.95,0,0
45,77.0,234.75,765.25,159.99,239.9899902,277.31,,2,131.69,2,0
12,340.0,-28.5,58.5,43.4625,29.98999023,40.36,,1,50.5,0,1
13,382.0,-8.0,174.0,44.99,149.9899902,69.75,,1,35.45,0,1
16,490.0,17.0,196.0,29.99,29.98999023,62.8,,2,39.02,0,1
21,165.0,421.0,1372.0,59.99,29.98999023,293.0,,1,85.59,0,0
9,37.0,195.75,542.25,48.9475,149.9899902,113.0,,1,86.95,0,0
14,439.0,17.0,89.0,10.0,149.9899902,36.62,,2,11.63,0,1
12,357.0,5.0,239.0,39.99,129.9899902,195.55,,1,49.18,0,1
12,361.0,-56.25,162.25,41.98,129.9899902,140.73,,1,32.24,0,1
11,333.0,310.5,488.5,74.99,149.9899902,314.1,,1,76.06,0,1
48,388.0,213.75,336.25,24.99,149.9899902,77.47,,1,33.92,0,0
39,135.0,-25.25,297.25,54.99,129.9899902,98.19,,2,43.06,0,1
12,75.0,-39.25,354.25,39.99,29.98999023,219.55,,1,37.16,0,1
8,256.0,-46.75,100.75,44.99,149.9899902,35.14,,1,33.58,0,0
15,442.0,8.25,453.75,34.99,149.9899902,164.77,,2,37.65,0,0
31,93.0,345.75,406.25,24.99,99.98999023,65.17,,3,32.04,0,1
15,466.0,48.0,709.0,49.99,29.98999023,240.79,,1,84.82,0,1
24,726.0,53.25,80.75,29.9925,9.989997864,60.96,,1,35.08,0,0
10,307.0,-522.25,1601.25,86.4575,199.9899902,610.67,,1,145.47,2,0
13,218.0,845.5,2101.5,194.5725,129.9899902,715.0,,2,239.27,2,1
13,160.0,844.25,2149.75,74.99,129.9899902,541.25,,2,85.25,0,0
13,377.0,149.75,583.25,29.99,79.98999023,224.25,,2,34.93,0,0
33,1003.0,-10.0,58.0,29.99,29.98999023,32.81,,1,30.31,0,0
14,114.0,-45.25,742.25,49.99,149.9899902,50.54,,1,67.51,0,0
12,153.0,372.75,1075.25,39.99,199.9899902,219.18,,1,114.49,0,1
25,751.0,-46.5,97.5,30.0,59.98999023,55.29,,1,30.22,0,1
15,120.0,-51.75,667.75,30.0,149.9899902,193.14,,1,56.23,0,0
34,358.0,126.75,523.25,44.99,199.9899902,80.91,,1,60.58,0,0
17,492.0,-29.0,176.0,29.99,59.98999023,150.73,,1,33.82,0,1
48,124.0,623.0,1129.0,45.07,149.9899902,84.54,,3,32.88,0,1
8,231.0,-7.5,77.5,10.0,79.98999023,62.0,,4,19.89,0,1
11,337.0,-56.0,56.0,39.99,129.9899902,22.9,,1,33.31,0,1
15,79.0,-26.75,317.75,69.99,99.98999023,94.23,,1,64.79,0,0
11,306.0,23.5,69.5,79.5825,149.9899902,38.56,,1,48.92,0,1
13,402.0,211.75,252.25,49.99,29.98999023,82.67,,1,42.69,0,1
14,433.0,13.5,489.5,39.99,59.98999023,181.31,,1,47.1,0,0
19,206.0,104.75,351.25,49.99,399.9899902,81.28,,1,41.94,0,1
15,454.0,-126.25,504.25,29.99,29.98999023,184.93,,1,82.89,0,1
39,1156.0,40.5,771.5,85.0,29.98999023,102.59,,2,70.85,0,0
8,239.0,-969.75,1049.75,37.2025,129.9899902,387.57,,1,45.58,2,0
9,271.0,6.0,44.0,10.0,149.9899902,24.63,,2,10.61,0,0
10,152.0,3.0,753.0,39.99,129.9899902,188.11,,2,37.65,0,0
10,290.0,-173.75,2201.75,159.99,79.98999023,757.33,,1,183.4,2,0
31,929.0,4.0,9.0,29.99,29.98999023,16.1,,1,32.8,0,1
17,529.0,259.5,536.5,59.99,79.98999023,213.06,,1,81.32,0,0
31,917.0,77.0,515.0,44.99,29.98999023,177.8,,2,51.76,0,0
23,96.0,-600.25,604.25,37.365,129.9899902,89.36,,1,49.87,2,1
15,347.0,-24.0,136.0,30.0,149.9899902,72.15,,4,33.5,0,0
7,216.0,8.5,138.5,44.99,129.9899902,65.83,,1,38.64,0,0
12,5.0,615.75,302.25,35.99,199.9899902,32.82,,2,51.92,0,1
12,336.0,33.75,743.25,10.0,99.98999023,269.8,,3,14.33,0,1
28,845.0,0.0,23.0,29.99,59.98999023,14.71,,2,31.88,0,1
11,333.0,126.0,1215.0,59.99,9.989997864,477.8,,2,62.57,0,0
20,610.0,-133.25,339.25,29.99,59.98999023,79.0,,1,36.39,0,1
23,691.0,-37.75,228.75,32.49,79.98999023,55.5,,2,43.38,0,1
7,210.0,88.75,716.25,44.99,79.98999023,135.0,,1,36.93,0,0
39,1186.0,105.0,91.0,16.99,29.98999023,37.16,,2,24.66,0,1
20,588.0,127.5,110.5,57.5375,129.9899902,47.05,,1,57.26,0,0
16,490.0,-0.5,0.5,45.0,149.9899902,11.73,,2,48.06,0,0
11,36.0,-80.5,284.5,44.99,129.9899902,128.2,,1,50.61,0,1
9,264.0,-147.75,466.75,10.0,129.9899902,150.57,,4,15.6,0,0
12,126.0,-175.75,175.75,33.3,129.9899902,218.36,,1,70.37,0,0
10,283.0,3.75,1273.25,49.99,149.9899902,376.22,,1,77.46,2,0
21,291.0,-47.5,315.5,30.0,99.98999023,112.2,,1,38.3,0,1
18,532.0,-42.25,172.25,10.0,9.989997864,43.5,,2,24.37,0,0
9,249.0,651.75,1223.25,59.99,129.9899902,194.38,,1,58.42,0,0
19,3.0,-588.0,619.0,25.495,129.9899902,204.88,,4,74.14,2,1
32,194.0,-88.0,752.0,84.99,149.9899902,304.43,,1,110.28,2,0
23,284.0,-106.0,646.0,50.0,149.9899902,286.62,,3,60.24,0,1
14,170.0,-30.5,714.5,49.99,149.9899902,283.92,,1,66.79,0,1
13,375.0,-47.0,441.0,44.99,79.98999023,83.83,,1,37.7,0,1
13,293.0,406.25,729.75,59.99,149.9899902,243.75,,1,58.85,0,1
18,237.0,-120.75,306.75,59.99,149.9899902,125.65,,1,62.74,0,1
22,667.0,-46.75,435.75,40.0725,59.98999023,138.48,,1,73.78,0,0
9,265.0,-248.25,357.25,69.99,149.9899902,247.25,,1,80.92,2,1
20,1.0,30.75,292.25,50.0,199.9899902,191.22,,2,57.56,0,1
43,398.0,-4.25,273.25,30.0,29.98999023,62.38,,1,29.38,0,1
21,34.0,118.75,271.25,50.0,149.9899902,108.7,,1,52.39,0,0
38,228.0,-9.0,861.0,84.99,99.98999023,330.78,,1,83.89,2,0
19,565.0,357.0,999.0,44.99,29.98999023,82.94,,1,34.7,0,0
12,350.0,48.75,349.25,39.99,29.98999023,81.9,,1,30.26,0,1
37,719.0,11.75,24.25,16.0,9.989997864,13.19,,1,18.64,0,0
10,305.0,-144.5,144.5,14.19,59.98999023,167.38,,1,50.1,0,0
52,228.0,100.5,255.5,49.99,29.98999023,135.84,,1,58.66,0,1
18,301.0,0.0,0.0,32.49,9.989997864,78.65,,2,47.69,0,1
11,41.0,-153.25,994.25,59.99,29.98999023,206.8,,2,63.54,2,1
7,197.0,534.25,1143.75,59.99,149.9899902,346.8,,1,63.0,0,0
19,586.0,53.5,222.5,30.0,29.98999023,68.76,,1,34.1,0,0
41,661.0,16.5,1053.5,75.0,79.98999023,371.58,,1,79.61,2,0
14,152.0,-0.25,0.25,35.8,129.9899902,126.08,,1,68.43,0,1
12,375.0,192.0,848.0,75.955,199.9899902,185.73,,1,81.78,0,0
20,597.0,2.5,15.5,29.99,59.98999023,4.11,,1,32.17,0,0
29,862.0,-38.0,234.0,50.0,59.98999023,102.95,,1,61.06,0,1
14,235.0,21.25,804.75,49.99,129.9899902,156.77,,1,62.35,0,0
17,503.0,20.25,134.75,29.99,59.98999023,25.93,,1,32.89,0,0
11,310.0,52.75,462.25,54.99,149.9899902,158.67,,2,58.01,0,1
13,366.0,-224.0,365.0,44.99,129.9899902,103.45,,1,36.98,0,1
19,574.0,65.0,333.0,29.99,129.9899902,173.39,,1,35.96,0,1
20,395.0,-8.0,22.0,29.99,199.9899902,17.37,,2,33.7,0,1
23,569.0,-98.5,100.5,42.0875,79.98999023,321.47,,2,116.16,0,0
10,317.0,-136.0,1039.0,92.14,149.9899902,181.89,,2,112.41,2,1
25,747.0,-13.25,17.25,19.99,29.98999023,18.64,,2,32.6,0,0
12,352.0,23.25,96.75,44.99,149.9899902,92.64,,1,38.85,0,1
21,639.0,-20.75,115.75,30.0,29.98999023,64.15,,1,33.7,0,0
15,438.0,-197.0,197.0,10.75,29.98999023,140.0,,1,37.99,0,1
7,207.0,-97.5,97.5,29.7475,149.9899902,135.67,,1,56.23,0,0
34,970.0,383.75,373.25,59.99,29.98999023,90.39,,1,46.77,0,0
11,307.0,10.5,553.5,54.99,29.98999023,136.56,,1,95.21,0,1
11,316.0,259.25,706.75,44.99,99.98999023,71.5,,1,44.33,0,0
12,352.0,21.5,487.5,39.99,149.9899902,177.6,,1,29.97,0,1
25,329.0,-20.5,45.5,30.0,29.98999023,14.31,,1,30.08,0,1
23,239.0,-96.5,190.5,30.0,149.9899902,67.05,,1,33.84,0,0
25,760.0,0.0,0.0,0.0,29.98999023,287.33,,2,93.21,0,1
13,394.0,-16.0,222.0,39.99,199.9899902,105.33,,1,35.24,0,1
31,284.0,7.25,558.75,59.99,199.9899902,97.2,,2,54.55,0,0
21,629.0,247.25,965.75,44.99,79.98999023,103.42,,2,37.88,0,0
11,344.0,-714.0,830.0,63.055,129.9899902,449.7,,1,88.18,2,0
11,321.0,-325.25,590.25,59.99,149.9899902,137.1,,1,100.0,2,0
18,296.0,5.75,9.25,39.99,129.9899902,6.59,,2,32.53,0,0
11,5.0,-11.75,927.75,69.99,149.9899902,433.8,,2,104.42,2,0
16,472.0,-59.0,156.0,40.0,79.98999023,64.13,,1,33.97,0,1
11,321.0,-22.0,119.0,30.0,29.98999023,72.33,,4,30.36,0,1
9,265.0,-171.0,1491.0,69.99,199.9899902,532.0,,1,85.37,2,0
13,368.0,-51.25,153.25,39.99,149.9899902,67.45,,1,31.45,0,0
14,409.0,33.75,212.25,94.99,149.9899902,44.92,,2,88.09,0,0
12,117.0,126.0,906.0,59.99,129.9899902,330.36,,1,80.28,0,1
14,403.0,-33.25,1061.25,59.0225,199.9899902,355.62,,1,106.43,2,1
21,609.0,77.75,420.25,94.99,29.98999023,274.42,,1,109.8,0,1
18,500.0,-30.75,42.75,29.99,79.98999023,28.88,,1,37.2,0,1
19,565.0,15.75,296.25,30.0,59.98999023,115.82,,2,34.47,0,0
28,832.0,43.75,80.25,29.99,29.98999023,82.42,,1,27.43,0,1
7,227.0,51.25,76.75,69.99,129.9899902,28.33,,1,56.41,0,0
20,602.0,14.75,92.25,34.98,59.98999023,63.61,,1,42.04,0,0
18,542.0,0.75,0.25,19.99,29.98999023,24.59,,2,36.64,0,0
19,54.0,-24.25,355.25,30.0,99.98999023,106.89,,1,45.55,0,1
19,566.0,10.0,53.0,10.0,149.9899902,25.11,,1,22.17,0,0
7,218.0,-159.75,666.75,56.44,149.9899902,152.17,,2,49.04,0,1
37,184.0,-7.25,522.25,69.99,99.98999023,137.17,,2,55.68,0,0
15,436.0,-304.75,594.75,39.99,79.98999023,318.43,,1,54.25,2,1
8,250.0,-11.5,223.5,39.99,129.9899902,102.71,,2,36.85,0,0
9,266.0,-15.25,416.25,59.99,79.98999023,196.88,,1,83.55,0,1
7,216.0,26.75,102.25,44.99,149.9899902,41.17,,1,39.15,0,1
10,299.0,13.5,52.5,29.99,149.9899902,19.67,,1,30.5,0,0
11,325.0,-271.25,277.25,59.99,199.9899902,179.0,,1,53.15,0,1
21,111.0,481.0,1767.0,109.99,129.9899902,227.21,,2,87.12,0,0
29,854.0,-22.5,473.5,50.0,29.98999023,87.81,,1,55.83,0,0
24,721.0,88.25,72.75,15.0,29.98999023,21.87,,2,23.35,0,0
10,276.0,-143.5,437.5,44.8225,149.9899902,160.88,,3,54.27,0,0
32,949.0,-118.5,132.5,29.99,29.98999023,52.87,,1,47.83,0,0
25,748.0,-5.0,127.0,33.1775,29.98999023,100.35,,2,77.39,0,1
8,242.0,-78.5,320.5,54.99,29.98999023,95.43,,1,45.13,0,0
14,423.0,-35.25,711.25,49.99,149.9899902,229.0,,2,86.32,0,1
28,831.0,-399.5,399.5,24.1625,29.98999023,172.64,,1,92.5,2,0
29,396.0,38.25,107.75,44.99,129.9899902,84.61,,2,37.16,0,1
30,166.0,-30.0,202.0,30.0,199.9899902,55.96,,1,37.85,0,0
12,58.0,550.25,2117.75,89.99,99.98999023,164.0,,1,148.71,0,1
15,48.0,-218.25,1065.25,49.99,149.9899902,641.93,,1,63.13,2,1
12,210.0,154.5,386.5,59.99,129.9899902,239.55,,2,67.93,0,1
8,219.0,-2.75,4.75,69.99,149.9899902,2.0,,1,50.39,0,0
12,351.0,253.0,269.0,54.99,149.9899902,122.27,,1,58.75,0,1
23,359.0,-436.0,539.0,32.5,59.98999023,228.57,,1,75.81,2,0
15,438.0,617.25,1060.75,59.99,199.9899902,206.71,,1,74.91,0,1
12,159.0,102.75,406.25,39.99,79.98999023,94.73,,1,32.47,0,1
