mou_mean,months,change_mou,eqpdays,adjqty,totmrc_mean,rev_mean,ovrmou_mean,drop_blk_mean,change_rev,cluster,churn
656.75,31,322.25,947.0,3369,45.0,100.535,79.25,4.0,76.445,3,0
639.5,21,-169.5,100.0,4041,50.0,82.9575,60.75,6.666666667,-15.4375,0,0
1429.0,8,859.0,256.0,1773,54.99,64.475,32.5,10.0,28.485,0,1
796.25,9,-137.25,249.0,1766,69.99,49.99,0.0,14.33333333,0.0,0,0
1038.0,9,-391.0,59.0,1930,44.2625,59.62,55.25,62.33333333,-23.8,0,0
50.5,39,-20.5,1169.0,869,29.99,31.805,0.0,1.666666667,-1.815,0,0
610.25,10,409.75,299.0,805,44.99,56.1325,54.0,0.0,41.8575,0,0
1573.25,11,443.75,328.0,2801,44.9925,144.1275,223.75,20.66666667,82.8525,3,0
349.75,11,19.25,322.0,1277,44.99,43.985,7.75,6.666666667,25.155,0,1
0.0,21,0.0,119.0,3526,39.47,39.47,0.0,0.0,0.0,0,1
1225.25,9,-247.25,285.0,1103,69.99,69.1575,0.0,9.333333333,7.9325,0,0
27.25,14,1.75,412.0,142,29.99,30.26,0.0,0.333333333,-0.27,0,1
1297.75,19,-49.75,571.0,7725,75.0,94.5625,39.25,0.0,-16.4925,0,1
499.5,11,122.5,48.0,1982,44.99,35.1125,0.0,3.333333333,0.2675,0,1
872.75,36,14.25,727.0,6728,73.86,58.6775,79.25,18.33333333,-8.6875,0,1
479.75,14,-101.75,397.0,918,59.99,54.985,15.0,0.666666667,-4.995,0,1
230.25,22,32.75,665.0,943,32.49,33.75,5.25,4.0,-1.26,0,0
1318.0,11,-98.0,328.0,5137,59.99,73.95,50.75,21.0,-10.76,0,1
360.25,17,-360.25,521.0,3926,17.3375,33.055,50.5,10.66666667,-33.055,0,0
60.5,11,-58.5,310.0,188,21.12,20.72,5.25,3.0,-20.72,0,0
318.5,7,-198.5,202.0,437,44.99,40.305,1.5,7.0,-5.315,0,0
1181.5,30,58.5,324.0,9745,95.0,106.835,71.5,14.33333333,32.375,0,0
21.5,25,16.5,753.0,408,59.99,47.49,0.0,2.0,0.0,0,1
158.75,9,148.25,267.0,564,47.49,38.2325,0.0,12.33333333,-1.2625,0,1
876.75,12,-446.75,356.0,5211,59.99,73.5175,70.75,0.0,-17.2875,0,1
188.0,15,242.0,467.0,522,29.99,49.9975,55.0,0.666666667,56.9925,0,1
1206.0,34,-130.0,1019.0,11698,59.99,155.73,248.5,12.33333333,-30.28,2,1
675.25,11,65.75,314.0,3615,98.05,121.8725,0.0,20.0,-18.8825,0,1
325.25,7,-140.25,185.0,737,74.7825,108.0175,0.0,5.0,-58.0275,2,0
907.0,25,36.0,756.0,5830,45.15,63.3375,10.0,48.66666667,-13.3475,0,1
187.75,18,7.25,543.0,1848,10.0,12.2425,7.25,3.666666667,5.5575,0,1
1597.25,12,251.75,338.0,2914,74.99,80.9175,0.5,16.0,0.0525,0,0
175.0,31,-175.0,397.0,4557,9.6775,35.7525,0.0,0.666666667,-25.7525,0,0
1674.0,45,169.0,22.0,20746,135.15,159.3975,109.25,14.66666667,-11.7375,0,1
939.75,15,-939.75,431.0,6335,84.99,134.4975,206.25,13.33333333,-55.5075,2,1
695.0,12,750.0,360.0,1561,39.99,123.0325,251.0,0.0,238.0775,3,1
442.25,8,-350.25,219.0,2043,28.555,34.55,32.0,9.333333333,-61.96,2,0
773.5,14,127.5,419.0,3104,59.99,54.185,11.25,15.0,-0.195,0,0
194.0,37,-65.0,1099.0,2449,30.0,35.3475,0.0,2.333333333,-3.0675,0,0
110.0,15,10.0,449.0,1199,49.99,45.235,0.0,4.333333333,-1.995,0,0
258.0,36,0.0,1088.0,2837,29.99333333,41.75333333,41.33333333,2.666666667,0.0,0,1
5.0,11,-4.0,325.0,103,79.99,69.99,0.0,0.666666667,0.0,0,1
0.0,19,0.0,558.0,1101,0.0,5.0,0.0,0.0,0.0,0,1
477.25,8,-150.25,230.0,969,49.99,36.3375,0.0,9.333333333,4.0425,0,0
105.5,25,28.5,207.0,2391,29.7475,32.63,17.75,11.66666667,26.65,0,1
1781.25,22,-209.25,373.0,8539,80.0725,132.525,85.5,13.66666667,-53.715,2,0
477.0,37,247.0,13.0,3402,69.99,54.7225,0.0,3.333333333,-1.7825,0,1
831.75,20,280.25,18.0,4143,59.99,93.38,119.25,6.666666667,13.63,0,0
597.25,41,-103.25,447.0,3811,29.99,89.2275,300.25,4.0,-4.5675,0,0
404.0,11,-186.0,330.0,2246,57.49,49.575,0.0,3.333333333,-14.585,0,1
394.25,29,-251.25,863.0,3458,42.49,52.0525,38.25,8.0,-9.5625,0,1
653.75,30,-226.75,48.0,9476,257.49,341.2275,0.0,12.33333333,-96.5075,2,0
250.0,33,16.0,273.0,4857,84.99,74.99,0.0,6.666666667,0.0,0,0
226.5,9,253.5,258.0,646,29.99,60.3,74.0,9.333333333,89.65,3,0
634.0,30,198.0,896.0,783,89.99,96.64,19.0,15.66666667,-6.65,0,1
428.75,11,241.25,328.0,1067,44.99,39.2625,11.5,15.33333333,11.8275,0,1
957.75,23,-307.75,85.0,4929,84.99,91.465,0.0,44.66666667,-16.475,0,0
220.75,7,13.25,213.0,794,79.99,81.2,51.5,4.0,-0.71,0,0
959.0,7,-149.0,185.0,1218,39.655,87.1475,1.25,30.66666667,170.2225,3,1
357.5,31,5.5,937.0,4597,10.0,10.655,0.0,18.33333333,-0.505,0,0
645.0,19,317.0,264.0,4460,69.99,71.4125,11.75,11.0,0.1775,0,0
431.75,16,-7.75,463.0,351,40.0725,36.0325,125.75,5.333333333,3.9575,0,1
183.5,23,-3.5,691.0,1394,30.0,31.26,0.0,1.666666667,-1.26,0,0
769.0,13,-88.0,381.0,3406,59.99,57.5125,7.0,8.666666667,-1.7625,0,1
428.75,28,-428.75,167.0,8162,64.185,80.655,45.25,0.0,-47.415,2,0
27.0,14,-6.0,411.0,108,39.99,34.8425,7.5,0.666666667,-0.7725,0,1
117.0,22,-64.0,579.0,1816,44.99,35.805,0.0,2.0,-0.815,0,1
375.75,10,222.25,35.0,1054,44.99,47.6375,30.25,9.0,31.6825,0,0
150.5,35,28.5,1041.0,1271,30.0,30.0,0.0,4.0,0.0,0,0
67.25,19,-30.25,589.0,713,29.99,30.365,0.0,6.666666667,0.045,0,1
290.5,19,-96.5,563.0,1203,44.9925,35.6175,0.0,2.0,-35.6175,0,1
315.25,10,4.75,299.0,749,44.99,36.2275,0.0,0.0,1.7325,0,1
1455.0,11,174.0,28.0,6224,38.975,157.135,184.25,6.0,-74.655,2,1
965.0,21,-358.0,622.0,9072,73.38,79.8175,25.75,40.33333333,-86.2675,2,1
14.25,22,3.75,681.0,736,29.505,17.53,0.0,0.0,0.46,0,1
233.75,23,-65.75,676.0,1609,30.0,34.705,12.0,1.666666667,-4.705,0,1
251.25,13,-122.25,379.0,408,44.99,34.99,0.0,0.0,0.0,0,1
335.5,21,44.5,56.0,2773,59.99,69.1875,0.0,9.666666667,-9.1975,0,0
356.0,26,-14.0,797.0,4422,34.98,56.7875,61.0,12.0,4.4325,0,1
84.25,29,70.75,856.0,2713,10.0,10.0,0.0,1.666666667,0.0,0,1
5053.0,48,-355.0,126.0,61539,210.3925,291.2625,561.25,84.66666667,-25.7825,2,0
484.75,9,33.25,267.0,1343,39.99,33.165,4.75,0.0,4.505,0,1
1776.5,20,-162.5,66.0,11713,92.49,102.71,27.25,59.33333333,53.25,3,0
240.5,23,5.5,714.0,1746,29.99,49.4575,11.25,23.0,0.2125,0,1
849.25,9,-125.25,255.0,2284,44.99,45.5825,25.25,23.33333333,-4.1925,0,0
110.25,14,43.75,400.0,835,44.99,34.99,0.0,0.0,0.0,0,0
756.5,12,-289.5,272.0,2053,69.99,63.99,0.0,4.666666667,0.0,0,1
1021.75,11,-1021.75,73.0,4520,59.99,194.975,99.5,42.66666667,-144.985,2,1
174.0,31,-56.0,706.0,2313,24.99,32.205,19.5,3.333333333,-7.215,0,1
148.0,32,-14.0,14.0,1826,30.0,30.0975,0.0,4.0,0.2925,0,0
276.0,26,327.0,798.0,1059,29.99,86.33,155.25,3.333333333,104.07,3,0
1119.25,19,-112.25,234.0,3477,94.99,120.4425,143.5,12.33333333,-3.1125,0,0
594.75,9,-123.75,15.0,2451,54.99,58.025,27.75,16.33333333,4.755,0,1
879.25,12,115.75,20.0,1426,49.99,161.5725,374.5,18.0,34.5075,3,1
344.0,13,122.0,393.0,1887,52.99,43.98,0.0,3.0,-0.99,0,0
956.0,20,572.0,570.0,2877,45.51,85.3975,30.5,9.333333333,-21.7275,0,0
611.5,51,-82.5,715.0,7913,34.99,92.4725,46.0,3.666666667,-17.4925,0,1
289.25,11,-17.25,313.0,1212,44.99,44.1375,22.25,1.333333333,-8.1575,0,1
31.75,25,-15.75,746.0,441,29.99,30.8675,0.0,3.0,-0.8775,0,0
637.25,17,119.75,262.0,7610,59.99,63.3725,0.0,0.0,-0.3225,0,0
669.25,48,182.75,596.0,7929,44.99,87.385,119.5,11.66666667,16.445,0,1
224.25,18,192.75,518.0,723,10.0,47.0025,82.0,5.666666667,44.0775,0,1
819.5,25,-392.5,335.0,3127,41.28,70.855,87.75,8.333333333,-30.865,0,1
1043.0,37,-159.0,244.0,22079,92.0875,96.1675,0.0,11.0,-13.2575,0,0
606.5,19,-59.5,396.0,5485,32.49,53.445,46.5,16.0,-14.735,0,1
653.25,10,-192.25,192.0,2637,44.99,37.1025,2.5,18.66666667,-0.1325,0,0
828.0,31,303.0,197.0,7190,61.075,101.855,46.75,15.66666667,102.565,3,0
291.25,13,-135.25,384.0,2026,35.99,36.7325,0.0,8.666666667,-0.7425,0,0
402.5,16,51.5,471.0,712,44.99,39.8,29.25,2.0,-4.81,0,0
487.75,26,-45.75,788.0,3236,34.98,58.8675,33.75,11.33333333,-5.4975,0,1
471.5,22,223.5,655.0,2200,39.99,47.3,48.75,4.666666667,50.94,0,1
542.75,22,229.25,651.0,5535,49.99,67.335,98.5,8.333333333,64.525,3,1
1108.75,47,497.25,314.0,8113,10.0,63.425,222.25,17.33333333,95.785,3,1
110.5,7,53.5,207.0,181,44.99,35.995,0.0,3.666666667,-0.015,0,0
680.5,24,-249.5,725.0,3116,50.1025,81.8575,102.0,19.0,-46.3875,2,0
1004.5,12,87.5,4.0,4402,68.615,57.6825,61.0,21.33333333,-57.6825,2,0
237.25,22,-20.25,683.0,526,30.0,35.61,16.0,1.666666667,-5.61,0,1
305.25,21,13.75,626.0,604,30.0,30.2625,0.75,10.0,0.7875,0,1
1225.75,8,-357.75,234.0,2234,67.4075,232.8625,426.5,21.0,-155.8925,2,0
1149.0,15,38.0,169.0,5890,62.49,79.71,52.25,0.0,-17.68,0,0
135.0,21,-35.0,96.0,1611,49.99,64.2125,2.0,2.0,-14.2225,0,0
92.75,9,72.25,253.0,131,29.99,35.5275,0.0,1.333333333,-5.5375,0,0
201.5,54,-137.5,861.0,3588,23.5475,51.9025,36.75,5.0,-0.2225,0,0
138.25,21,-5.25,607.0,1894,39.99,43.8175,0.0,11.66666667,-3.0475,0,1
256.0,38,-256.0,452.0,6383,49.74,46.99,4.5,10.33333333,-17.0,0,1
204.5,19,-204.5,336.0,2914,20.9975,16.245,0.0,9.333333333,-16.245,0,1
96.0,13,17.0,370.0,487,39.99,29.99,0.0,0.0,0.0,0,1
747.75,20,105.25,49.0,3971,59.99,52.75,0.0,2.666666667,-1.77,0,0
498.75,8,62.25,239.0,1271,59.99,71.7625,45.25,0.0,6.9175,0,1
227.75,15,-30.75,376.0,761,49.99,38.2375,0.0,19.33333333,-0.2475,0,0
1088.5,51,62.5,1118.0,6480,50.0,104.285,475.25,9.0,0.115,2,1
31.5,25,-21.5,760.0,176,16.99,26.78,9.5,4.666666667,-4.2,0,0
117.0,24,-59.0,173.0,14101,44.99,37.22,2.25,0.333333333,-2.23,0,0
321.75,27,146.25,460.0,2485,74.99,66.13,38.0,4.666666667,-1.47,0,1
28.0,34,-28.0,1039.0,2689,26.44,26.68,0.0,0.333333333,-6.69,0,1
903.5,16,185.5,481.0,2740,44.9925,116.96,81.0,15.33333333,135.59,3,0
51.0,13,28.0,371.0,248,39.99,29.99,0.0,0.0,0.0,0,0
56.25,29,7.75,866.0,594,29.99,29.99,0.0,1.0,0.0,0,1
156.5,13,-146.5,375.0,1923,69.99,63.99,0.0,15.66666667,0.0,0,1
688.5,13,-27.5,390.0,1746,59.99,49.99,0.0,24.66666667,0.0,0,1
87.75,44,-38.75,1208.0,4995,50.0,50.99,0.0,3.0,0.0,0,1
445.0,12,540.0,66.0,576,40.0725,35.0725,0.0,10.0,4.9175,0,0
132.75,14,-49.75,341.0,458,44.99,36.18,0.0,5.333333333,-1.19,0,0
437.0,27,2.0,194.0,3864,50.0,56.455,0.25,3.666666667,-5.465,0,0
69.5,25,-55.5,410.0,320,30.0,31.7925,0.0,3.0,-0.8925,0,0
316.75,31,-18.75,454.0,4099,30.0,32.815,5.0,0.0,-0.535,0,0
233.0,10,8.0,289.0,786,39.99,44.4725,0.0,6.0,0.5075,0,1
151.0,6,-151.0,193.0,1261,30.1575,39.6575,0.0,0.0,-39.6575,0,0
135.25,11,-5.25,329.0,886,59.99,53.24,0.0,4.333333333,4.55,0,1
1099.75,29,-56.75,66.0,18407,75.0,91.2175,0.0,42.66666667,-13.2175,0,1
74.25,48,27.75,1438.0,3290,34.98,34.98,0.0,0.0,0.0,0,0
814.0,27,-111.0,819.0,4830,69.99,70.175,20.75,19.33333333,-13.965,0,1
287.5,14,32.5,417.0,898,69.99,60.89,3.0,0.0,-0.9,0,0
212.5,25,-27.5,738.0,3403,30.0,33.7375,1.25,2.0,-0.4875,0,0
29.25,23,-19.25,687.0,340,16.99,18.87,1.0,0.666666667,-1.24,0,0
971.5,12,-77.5,370.0,2245,84.99,78.455,0.0,19.66666667,1.185,0,1
446.0,24,-148.0,80.0,2666,29.99,50.9225,53.0,3.0,-17.6825,0,0
228.25,9,-228.25,261.0,1323,34.66,44.3625,42.0,3.333333333,-45.6925,0,0
285.75,10,-203.75,317.0,1346,40.635,38.485,23.75,7.666666667,-18.525,0,1
153.5,29,44.5,867.0,2100,39.99,29.99,0.0,1.333333333,0.0,0,0
177.75,8,138.25,229.0,309,10.0,10.0,0.0,0.666666667,0.0,0,1
215.0,12,-132.0,359.0,1244,39.99,35.7475,12.75,7.0,-4.7675,0,1
47.33333333,23,13.66666667,68.0,682,11.77666667,33.69,0.0,4.0,-4.19,0,1
719.75,6,-73.75,135.0,1052,44.99,35.5525,0.0,5.333333333,-0.5625,0,1
1594.75,18,585.25,144.0,6615,84.99,119.625,84.75,27.66666667,75.385,3,0
605.75,10,-354.75,310.0,3219,39.99,92.905,165.5,21.0,-58.915,2,0
172.0,8,37.0,230.0,648,44.99,34.99,0.0,31.0,0.0,0,0
243.0,27,-75.0,250.0,2541,69.99,60.2375,0.0,2.666666667,-0.2475,0,0
128.75,41,-59.75,219.0,1113,29.99,36.1725,8.25,1.0,-2.9325,0,0
190.5,18,-190.5,282.0,2697,18.805,44.5925,33.25,5.333333333,-69.2625,2,0
1868.25,23,187.75,113.0,4303,98.455,192.9075,130.5,30.66666667,-96.0975,2,0
491.75,9,125.25,265.0,966,50.9875,106.2075,151.75,3.333333333,18.3725,0,0
540.25,17,-470.25,505.0,2309,49.99,59.6675,11.5,27.0,-9.6775,0,1
1374.0,7,-144.0,219.0,734,54.99,63.57,52.0,6.333333333,62.33,3,0
264.75,20,-71.75,280.0,1100,29.99,30.79,4.75,2.0,-0.8,0,0
10.75,19,1.25,438.0,90,16.99,17.0775,0.25,1.666666667,-0.0875,0,1
273.0,26,183.0,159.0,2363,59.99,52.68,0.0,3.333333333,-0.71,0,1
114.5,7,-13.5,215.0,270,45.0725,43.0225,0.0,2.0,12.3475,0,0
705.0,39,55.0,25.0,5238,59.99,61.1375,23.5,11.66666667,9.3525,0,1
410.75,11,73.25,327.0,1357,54.99,59.31,39.5,5.666666667,9.07,0,0
377.0,21,16.0,633.0,890,50.0,52.4,0.0,3.0,7.2,0,0
566.75,12,219.25,68.0,1878,39.99,57.77,77.25,13.0,52.37,0,1
272.5,20,-272.5,194.0,1024,29.99,78.4575,137.0,4.333333333,-48.4675,2,0
429.5,20,0.5,596.0,2445,94.99,85.7325,0.0,14.0,1.2375,0,0
560.75,7,333.25,202.0,1179,44.99,67.2625,78.25,14.33333333,64.1275,3,0
334.5,7,-52.5,211.0,482,62.49,52.5775,0.0,7.333333333,-0.5275,0,0
68.0,11,-43.0,-2.0,1544,44.99,35.0875,0.0,5.0,0.2925,0,1
2246.75,21,-440.75,136.0,8569,48.865,219.12,387.25,40.0,-57.6,2,0
137.0,7,-5.0,212.0,405,44.99,35.2375,0.0,2.333333333,-0.2475,0,0
434.75,10,-6.75,318.0,1168,59.99,50.7625,0.0,20.0,-0.7725,0,1
88.25,23,44.75,691.0,1027,29.99,33.86,1.0,46.33333333,0.78,0,0
226.25,12,118.75,79.0,1592,44.99,34.99,0.0,15.66666667,0.0,0,1
175.25,15,60.75,463.0,1218,85.0,77.97,0.0,7.333333333,2.97,0,1
456.0,29,21.0,493.0,2700,44.99,73.88,104.75,10.33333333,-4.07,0,0
483.25,12,-235.25,346.0,879,10.0,10.495,0.0,15.66666667,-0.495,0,1
72.75,10,-3.75,294.0,612,39.99,34.26,0.0,1.0,-0.27,0,1
1028.75,27,30.25,186.0,6093,79.99,71.0525,32.75,18.33333333,3.4275,0,1
481.5,28,30.5,848.0,2583,39.99,32.5475,6.75,18.0,1.6425,0,1
891.75,11,89.25,322.0,1932,69.99,137.7575,253.75,11.0,13.6725,0,1
627.0,47,-70.0,150.0,8551,59.99,76.8875,61.0,13.0,-26.8975,0,0
0.0,17,0.0,241.0,3812,29.99,19.99,0.0,0.0,0.0,0,1
1333.75,13,283.25,11.0,4431,84.99,90.12,28.0,22.33333333,14.76,0,1
471.5,24,-188.5,153.0,8083,33.7425,23.94,7.0,35.33333333,-23.94,0,1
459.5,24,-299.5,246.0,5790,10.0,14.9625,0.0,17.0,-2.3725,0,1
588.0,42,300.0,1284.0,4620,30.0,100.875,262.0,13.0,87.825,3,1
517.75,49,-51.75,99.0,7972,69.99,63.455,0.0,15.0,1.485,0,0
772.5,9,92.5,284.0,2049,59.99,98.26,139.75,6.666666667,29.31,0,1
80.75,23,-18.75,361.0,1924,44.99,35.305,0.0,4.333333333,-0.315,0,1
143.75,12,-64.75,352.0,420,39.99,30.15,0.0,0.0,-0.16,0,0
278.5,9,66.5,215.0,311,44.99,35.485,0.0,3.333333333,1.485,0,0
725.0,17,-430.0,497.0,4803,52.2475,43.3725,2.5,16.66666667,-23.1825,0,1
1191.25,24,-29.25,724.0,5805,59.99,299.48,739.75,16.0,-5.13,2,1
108.5,11,-108.5,348.0,962,39.99,46.6175,14.75,17.0,-6.6275,0,1
1631.25,11,-613.25,328.0,3443,63.765,239.215,559.0,16.0,-181.065,2,1
208.75,11,-18.75,322.0,1048,59.99,49.4,0.0,8.333333333,0.59,0,1
493.75,15,158.25,457.0,1216,44.99,42.9175,21.75,0.0,-7.9275,0,0
983.0,10,-187.0,294.0,3322,49.99,62.6675,37.75,5.333333333,19.7225,0,0
295.75,15,-269.75,432.0,2001,10.0,16.87,0.0,12.66666667,-6.12,0,1
3.25,28,-0.25,827.0,79,19.99,19.99,0.0,0.0,0.0,0,0
0.0,16,0.0,18.0,2134,52.24,87.23,0.0,2.333333333,0.0,0,1
504.0,8,194.0,219.0,937,59.99,50.4325,0.0,7.0,-0.4425,0,0
915.75,7,-202.75,218.0,2863,94.99,89.1975,0.0,16.0,-4.2075,0,0
937.5,27,166.5,691.0,5541,85.3925,90.96,29.75,13.66666667,-9.04,0,1
184.5,10,-24.5,308.0,575,39.99,35.7,0.0,1.666666667,-0.72,0,0
1.0,24,-1.0,732.0,33,29.99,33.0775,0.0,0.333333333,-0.0975,0,1
236.3333333,15,0.0,444.0,2769,19.99,104.4433333,214.3333333,3.666666667,0.0,0,0
292.5,26,-292.5,780.0,6773,10.0,24.125,56.5,25.33333333,-14.125,0,1
77.25,28,-54.25,831.0,1054,30.0,30.0,0.0,2.333333333,0.0,0,1
968.25,24,-222.25,192.0,4786,66.6,169.14,280.25,18.33333333,-29.54,2,0
2.5,9,-0.5,281.0,102,44.99,35.2375,0.0,0.0,-0.2475,0,0
149.5,13,42.5,387.0,567,44.99,35.335,0.25,3.666666667,-0.345,0,0
109.0,18,-9.0,517.0,844,44.99,36.2725,0.0,1.666666667,1.6875,0,0
32.25,30,9.75,702.0,553,10.0,10.0,0.0,1.333333333,0.0,0,1
243.5,33,14.5,870.0,1101,49.99,49.99,0.0,7.666666667,0.0,0,0
56.25,10,-3.25,290.0,302,10.0,10.39,1.0,0.333333333,1.17,0,0
143.0,12,174.0,18.0,961,39.99,33.7575,0.0,3.0,-0.5175,0,0
344.75,13,28.25,205.0,1041,39.99,39.7725,27.0,5.333333333,-9.7825,0,1
1071.5,22,-321.5,436.0,8290,59.99,55.42,11.5,30.33333333,-1.47,0,1
28.75,38,-2.75,1163.0,473,29.99,33.1025,0.0,1.333333333,-0.1225,0,1
323.5,48,-34.5,457.0,5929,30.0,64.1725,80.5,9.666666667,-10.1725,0,0
63.0,17,-41.0,501.0,1111,29.9925,22.74,0.0,0.0,-22.74,0,1
390.75,40,-55.75,1203.0,7981,49.99,51.09,0.0,5.0,-1.1,0,0
411.5,23,-104.5,708.0,3241,44.99,35.5525,0.0,6.333333333,0.4275,0,0
2852.5,18,-221.5,100.0,12781,119.99,146.595,51.25,26.33333333,-15.625,0,0
79.5,44,39.5,381.0,1334,27.24,27.9825,0.0,4.333333333,2.0075,0,0
88.25,10,-46.25,298.0,337,10.0,15.6,14.5,1.0,-5.6,0,1
1542.75,19,262.25,5.0,18440,84.99,75.9575,0.0,58.66666667,-0.5175,0,0
585.5,7,-180.5,214.0,687,44.99,35.305,0.0,3.333333333,-0.315,0,1
197.25,30,-111.25,916.0,3058,34.99,35.3425,0.0,0.0,-0.2025,0,1
27.25,10,67.75,281.0,762,26.8475,22.095,0.0,0.0,32.745,0,0
622.75,7,-14.75,207.0,1773,44.99,35.695,0.25,58.0,-0.705,0,1
1229.25,13,101.75,378.0,7462,74.99,83.17,0.0,11.66666667,-2.95,0,1
1192.0,24,-223.0,150.0,5547,61.4875,128.805,209.0,17.0,-15.615,0,1
285.5,34,-8.5,1031.0,3140,30.0,30.0,0.0,5.333333333,0.0,0,1
9.5,25,22.5,734.0,78,30.0,30.0,0.0,0.333333333,0.0,0,0
268.25,11,-268.25,274.0,1389,94.99,84.99,0.0,9.0,0.0,0,1
261.25,12,-123.25,327.0,671,34.99,48.7275,39.25,1.666666667,-13.7375,0,1
249.75,17,-77.75,516.0,1744,44.99,35.305,0.0,5.333333333,-0.315,0,0
472.0,19,-126.0,158.0,4436,49.99,51.6025,0.0,14.0,-1.1625,0,1
258.5,12,10.5,369.0,1310,39.99,33.825,4.25,2.0,-3.835,0,1
304.5,32,-59.5,909.0,1414,32.49,40.115,17.5,7.666666667,5.625,0,1
825.0,31,0.0,380.0,6371,84.99,83.9,0.0,10.0,0.0,0,0
805.75,21,57.25,63.0,4418,52.49,121.465,190.0,13.0,22.535,0,1
316.5,25,378.5,390.0,1847,44.99,46.845,29.5,11.66666667,32.595,0,1
6.75,11,3.25,313.0,113,39.99,29.99,0.0,2.0,0.0,0,1
28.75,20,-14.75,604.0,289,10.0,11.825,5.0,0.666666667,-1.825,0,1
313.0,25,0.0,25.0,1215,83.32,121.28,0.0,0.666666667,0.0,0,1
493.75,11,-118.75,78.0,1027,44.99,75.74,112.75,6.0,-24.71,0,1
244.0,8,-64.0,249.0,1265,49.99,36.07,18.75,2.666666667,3.92,0,0
265.5,19,14.5,54.0,2160,49.99,48.6875,0.0,10.0,-8.6975,0,1
175.5,11,93.5,316.0,967,47.775,49.3925,6.75,4.0,-13.0225,0,1
1906.25,18,314.75,142.0,5906,85.1925,162.1625,193.75,16.33333333,1.2275,0,1
617.5,11,-104.5,329.0,1253,44.99,51.99,42.5,7.333333333,-6.2,0,1
779.75,15,-292.75,435.0,2743,79.99,84.6375,54.75,7.333333333,-14.6475,0,1
908.25,7,-66.25,194.0,540,49.99,43.99,0.0,5.666666667,0.0,0,0
101.0,11,-34.0,335.0,679,55.1575,55.1425,0.0,5.666666667,-9.3425,0,0
343.75,31,-338.75,760.0,3978,34.99,53.515,35.5,2.333333333,-23.075,0,0
194.75,20,-57.75,618.0,976,29.99,40.54,5.0,4.0,-10.55,0,1
148.25,15,-116.25,469.0,706,29.99,43.2525,38.0,0.333333333,-16.2625,0,0
719.5,9,47.5,264.0,1700,49.99,77.2625,51.75,8.0,-8.2825,0,0
391.5,20,2.5,600.0,2265,34.87,43.915,18.5,3.333333333,5.035,0,0
292.25,8,467.75,129.0,2555,82.2475,123.8625,22.5,3.666666667,-33.5325,0,1
206.5,23,-35.5,685.0,4675,54.98,56.2175,0.0,6.333333333,-1.2375,0,1
21.75,37,-1.75,1101.0,2741,30.0,30.0,0.0,0.0,0.0,0,1
217.5,14,19.5,430.0,1526,29.99,38.885,0.0,1.666666667,3.105,0,1
850.75,8,33.25,213.0,999,71.24,50.9275,0.0,7.0,1.8225,0,1
595.25,6,-105.25,190.0,628,49.99,47.785,32.75,2.333333333,-11.625,0,1
1597.25,10,784.75,258.0,6947,68.8225,130.235,194.25,33.33333333,71.145,3,0
78.25,24,-0.25,703.0,426,31.98,33.22,3.75,1.0,-1.24,0,1
371.75,18,-136.75,552.0,2182,29.99,66.325,94.5,13.66666667,-27.135,0,0
1051.0,12,-484.0,23.0,3306,67.49,60.2275,0.0,26.0,-6.2375,0,1
1047.333333,33,-178.3333333,1017.0,2140,43.37666667,71.52,98.66666667,4.666666667,-7.72,0,1
1303.25,13,95.75,381.0,1594,44.99,41.655,18.25,52.66666667,12.315,0,1
1282.25,13,63.75,69.0,2070,49.99,53.99,35.0,10.0,14.0,0,1
364.25,23,221.75,701.0,3607,10.0,29.29,45.75,3.666666667,18.5,0,0
152.75,11,8.25,318.0,270,39.99,29.99,0.0,1.0,0.0,0,1
923.0,23,67.0,674.0,3651,30.0,235.8075,570.75,14.0,35.5025,3,0
0.25,30,-0.25,890.0,52,16.99,16.99,0.0,0.0,0.0,0,1
429.5,10,-46.5,303.0,1080,69.99,66.3625,0.0,0.0,-2.3725,0,0
235.0,12,3.0,342.0,1411,44.99,38.665,10.5,0.0,-3.675,0,1
411.5,11,-80.5,177.0,1126,49.99,54.365,0.0,10.66666667,-1.445,0,0
412.0,29,-210.0,873.0,3337,75.0,75.0,0.0,3.333333333,0.0,0,0
240.25,25,13.75,775.0,3562,29.99,46.81,38.0,5.0,7.08,0,0
485.25,26,482.75,52.0,2303,21.49,59.69,105.25,2.0,3.92,0,0
465.25,15,-383.25,447.0,3478,44.615,51.58,11.75,17.33333333,-16.59,0,0
1869.5,12,-474.5,94.0,5578,84.99,86.93,18.25,30.0,-8.82,0,0
65.5,10,10.5,318.0,257,39.99,30.26,0.0,2.666666667,-0.27,0,1
679.25,14,-36.25,416.0,2735,59.99,55.165,17.25,0.0,-5.175,0,0
328.0,10,-56.0,306.0,1276,39.99,32.3975,0.0,5.0,-2.4075,0,1
1088.5,16,160.5,259.0,4822,44.99,47.3125,34.5,26.66666667,6.5175,0,1
710.0,36,-2.0,493.0,8939,49.17,63.595,0.0,12.66666667,-13.605,0,0
277.75,6,45.25,193.0,358,54.99,42.46,0.0,7.333333333,6.53,0,1
52.0,18,-52.0,152.0,5014,28.795,23.58,0.75,12.66666667,-73.81,2,0
1123.0,10,-13.0,307.0,1928,44.99,36.5175,0.0,0.0,-1.5275,0,1
18.75,14,13.25,412.0,344,39.99,29.99,0.0,2.0,0.0,0,1
